_id,Date,Year,Month Number,Month,Month & Year,Mon & Year
483,28-Apr-90,1990,4,April,Apr-90,Apr-90
484,29-Apr-90,1990,4,April,Apr-90,Apr-90
485,30-Apr-90,1990,4,April,Apr-90,Apr-90
486,1-May-90,1990,5,May,May-90,May-90
487,2-May-90,1990,5,May,May-90,May-90
488,3-May-90,1990,5,May,May-90,May-90
489,4-May-90,1990,5,May,May-90,May-90
490,5-May-90,1990,5,May,May-90,May-90
491,6-May-90,1990,5,May,May-90,May-90
492,7-May-90,1990,5,May,May-90,May-90
493,8-May-90,1990,5,May,May-90,May-90
494,9-May-90,1990,5,May,May-90,May-90
495,10-May-90,1990,5,May,May-90,May-90
496,11-May-90,1990,5,May,May-90,May-90
497,12-May-90,1990,5,May,May-90,May-90
498,13-May-90,1990,5,May,May-90,May-90
499,14-May-90,1990,5,May,May-90,May-90
500,15-May-90,1990,5,May,May-90,May-90
501,16-May-90,1990,5,May,May-90,May-90
502,17-May-90,1990,5,May,May-90,May-90
503,18-May-90,1990,5,May,May-90,May-90
504,19-May-90,1990,5,May,May-90,May-90
505,20-May-90,1990,5,May,May-90,May-90
506,21-May-90,1990,5,May,May-90,May-90
507,22-May-90,1990,5,May,May-90,May-90
508,23-May-90,1990,5,May,May-90,May-90
509,24-May-90,1990,5,May,May-90,May-90
510,25-May-90,1990,5,May,May-90,May-90
511,26-May-90,1990,5,May,May-90,May-90
512,27-May-90,1990,5,May,May-90,May-90
513,28-May-90,1990,5,May,May-90,May-90
514,29-May-90,1990,5,May,May-90,May-90
515,30-May-90,1990,5,May,May-90,May-90
516,31-May-90,1990,5,May,May-90,May-90
517,1-Jun-90,1990,6,June,Jun-90,Jun-90
518,2-Jun-90,1990,6,June,Jun-90,Jun-90
519,3-Jun-90,1990,6,June,Jun-90,Jun-90
520,4-Jun-90,1990,6,June,Jun-90,Jun-90
521,5-Jun-90,1990,6,June,Jun-90,Jun-90
522,6-Jun-90,1990,6,June,Jun-90,Jun-90
523,7-Jun-90,1990,6,June,Jun-90,Jun-90
524,8-Jun-90,1990,6,June,Jun-90,Jun-90
525,9-Jun-90,1990,6,June,Jun-90,Jun-90
526,10-Jun-90,1990,6,June,Jun-90,Jun-90
527,11-Jun-90,1990,6,June,Jun-90,Jun-90
528,12-Jun-90,1990,6,June,Jun-90,Jun-90
529,13-Jun-90,1990,6,June,Jun-90,Jun-90
530,14-Jun-90,1990,6,June,Jun-90,Jun-90
531,15-Jun-90,1990,6,June,Jun-90,Jun-90
532,16-Jun-90,1990,6,June,Jun-90,Jun-90
533,17-Jun-90,1990,6,June,Jun-90,Jun-90
534,18-Jun-90,1990,6,June,Jun-90,Jun-90
535,19-Jun-90,1990,6,June,Jun-90,Jun-90
536,20-Jun-90,1990,6,June,Jun-90,Jun-90
537,21-Jun-90,1990,6,June,Jun-90,Jun-90
538,22-Jun-90,1990,6,June,Jun-90,Jun-90
539,23-Jun-90,1990,6,June,Jun-90,Jun-90
540,24-Jun-90,1990,6,June,Jun-90,Jun-90
541,25-Jun-90,1990,6,June,Jun-90,Jun-90
542,26-Jun-90,1990,6,June,Jun-90,Jun-90
543,27-Jun-90,1990,6,June,Jun-90,Jun-90
544,28-Jun-90,1990,6,June,Jun-90,Jun-90
545,29-Jun-90,1990,6,June,Jun-90,Jun-90
546,30-Jun-90,1990,6,June,Jun-90,Jun-90
547,1-Jul-90,1990,7,July,Jul-90,Jul-90
548,2-Jul-90,1990,7,July,Jul-90,Jul-90
549,3-Jul-90,1990,7,July,Jul-90,Jul-90
550,4-Jul-90,1990,7,July,Jul-90,Jul-90
551,5-Jul-90,1990,7,July,Jul-90,Jul-90
552,6-Jul-90,1990,7,July,Jul-90,Jul-90
553,7-Jul-90,1990,7,July,Jul-90,Jul-90
554,8-Jul-90,1990,7,July,Jul-90,Jul-90
555,9-Jul-90,1990,7,July,Jul-90,Jul-90
556,10-Jul-90,1990,7,July,Jul-90,Jul-90
557,11-Jul-90,1990,7,July,Jul-90,Jul-90
558,12-Jul-90,1990,7,July,Jul-90,Jul-90
559,13-Jul-90,1990,7,July,Jul-90,Jul-90
560,14-Jul-90,1990,7,July,Jul-90,Jul-90
561,15-Jul-90,1990,7,July,Jul-90,Jul-90
562,16-Jul-90,1990,7,July,Jul-90,Jul-90
563,17-Jul-90,1990,7,July,Jul-90,Jul-90
564,18-Jul-90,1990,7,July,Jul-90,Jul-90
565,19-Jul-90,1990,7,July,Jul-90,Jul-90
566,20-Jul-90,1990,7,July,Jul-90,Jul-90
567,21-Jul-90,1990,7,July,Jul-90,Jul-90
568,22-Jul-90,1990,7,July,Jul-90,Jul-90
569,23-Jul-90,1990,7,July,Jul-90,Jul-90
570,24-Jul-90,1990,7,July,Jul-90,Jul-90
571,25-Jul-90,1990,7,July,Jul-90,Jul-90
572,26-Jul-90,1990,7,July,Jul-90,Jul-90
573,27-Jul-90,1990,7,July,Jul-90,Jul-90
574,28-Jul-90,1990,7,July,Jul-90,Jul-90
575,29-Jul-90,1990,7,July,Jul-90,Jul-90
576,30-Jul-90,1990,7,July,Jul-90,Jul-90
577,31-Jul-90,1990,7,July,Jul-90,Jul-90
578,1-Aug-90,1990,8,August,Aug-90,Aug-90
579,2-Aug-90,1990,8,August,Aug-90,Aug-90
580,3-Aug-90,1990,8,August,Aug-90,Aug-90
581,4-Aug-90,1990,8,August,Aug-90,Aug-90
582,5-Aug-90,1990,8,August,Aug-90,Aug-90
583,6-Aug-90,1990,8,August,Aug-90,Aug-90
584,7-Aug-90,1990,8,August,Aug-90,Aug-90
585,8-Aug-90,1990,8,August,Aug-90,Aug-90
586,9-Aug-90,1990,8,August,Aug-90,Aug-90
587,10-Aug-90,1990,8,August,Aug-90,Aug-90
588,11-Aug-90,1990,8,August,Aug-90,Aug-90
589,12-Aug-90,1990,8,August,Aug-90,Aug-90
590,13-Aug-90,1990,8,August,Aug-90,Aug-90
591,14-Aug-90,1990,8,August,Aug-90,Aug-90
592,15-Aug-90,1990,8,August,Aug-90,Aug-90
593,16-Aug-90,1990,8,August,Aug-90,Aug-90
594,17-Aug-90,1990,8,August,Aug-90,Aug-90
595,18-Aug-90,1990,8,August,Aug-90,Aug-90
596,19-Aug-90,1990,8,August,Aug-90,Aug-90
597,20-Aug-90,1990,8,August,Aug-90,Aug-90
598,21-Aug-90,1990,8,August,Aug-90,Aug-90
599,22-Aug-90,1990,8,August,Aug-90,Aug-90
600,23-Aug-90,1990,8,August,Aug-90,Aug-90
601,24-Aug-90,1990,8,August,Aug-90,Aug-90
602,25-Aug-90,1990,8,August,Aug-90,Aug-90
603,26-Aug-90,1990,8,August,Aug-90,Aug-90
604,27-Aug-90,1990,8,August,Aug-90,Aug-90
605,28-Aug-90,1990,8,August,Aug-90,Aug-90
606,29-Aug-90,1990,8,August,Aug-90,Aug-90
607,30-Aug-90,1990,8,August,Aug-90,Aug-90
608,31-Aug-90,1990,8,August,Aug-90,Aug-90
609,1-Sep-90,1990,9,September,Sep-90,Sep-90
610,2-Sep-90,1990,9,September,Sep-90,Sep-90
611,3-Sep-90,1990,9,September,Sep-90,Sep-90
612,4-Sep-90,1990,9,September,Sep-90,Sep-90
613,5-Sep-90,1990,9,September,Sep-90,Sep-90
614,6-Sep-90,1990,9,September,Sep-90,Sep-90
615,7-Sep-90,1990,9,September,Sep-90,Sep-90
616,8-Sep-90,1990,9,September,Sep-90,Sep-90
617,9-Sep-90,1990,9,September,Sep-90,Sep-90
618,10-Sep-90,1990,9,September,Sep-90,Sep-90
619,11-Sep-90,1990,9,September,Sep-90,Sep-90
620,12-Sep-90,1990,9,September,Sep-90,Sep-90
621,13-Sep-90,1990,9,September,Sep-90,Sep-90
622,14-Sep-90,1990,9,September,Sep-90,Sep-90
623,15-Sep-90,1990,9,September,Sep-90,Sep-90
624,16-Sep-90,1990,9,September,Sep-90,Sep-90
625,17-Sep-90,1990,9,September,Sep-90,Sep-90
626,18-Sep-90,1990,9,September,Sep-90,Sep-90
627,19-Sep-90,1990,9,September,Sep-90,Sep-90
628,20-Sep-90,1990,9,September,Sep-90,Sep-90
629,21-Sep-90,1990,9,September,Sep-90,Sep-90
630,22-Sep-90,1990,9,September,Sep-90,Sep-90
631,23-Sep-90,1990,9,September,Sep-90,Sep-90
632,24-Sep-90,1990,9,September,Sep-90,Sep-90
633,25-Sep-90,1990,9,September,Sep-90,Sep-90
634,26-Sep-90,1990,9,September,Sep-90,Sep-90
635,27-Sep-90,1990,9,September,Sep-90,Sep-90
636,28-Sep-90,1990,9,September,Sep-90,Sep-90
637,29-Sep-90,1990,9,September,Sep-90,Sep-90
638,30-Sep-90,1990,9,September,Sep-90,Sep-90
639,1-Oct-90,1990,10,October,Oct-90,Oct-90
640,2-Oct-90,1990,10,October,Oct-90,Oct-90
641,3-Oct-90,1990,10,October,Oct-90,Oct-90
642,4-Oct-90,1990,10,October,Oct-90,Oct-90
643,5-Oct-90,1990,10,October,Oct-90,Oct-90
644,6-Oct-90,1990,10,October,Oct-90,Oct-90
645,7-Oct-90,1990,10,October,Oct-90,Oct-90
646,8-Oct-90,1990,10,October,Oct-90,Oct-90
647,9-Oct-90,1990,10,October,Oct-90,Oct-90
648,10-Oct-90,1990,10,October,Oct-90,Oct-90
649,11-Oct-90,1990,10,October,Oct-90,Oct-90
650,12-Oct-90,1990,10,October,Oct-90,Oct-90
651,13-Oct-90,1990,10,October,Oct-90,Oct-90
652,14-Oct-90,1990,10,October,Oct-90,Oct-90
653,15-Oct-90,1990,10,October,Oct-90,Oct-90
654,16-Oct-90,1990,10,October,Oct-90,Oct-90
655,17-Oct-90,1990,10,October,Oct-90,Oct-90
656,18-Oct-90,1990,10,October,Oct-90,Oct-90
657,19-Oct-90,1990,10,October,Oct-90,Oct-90
658,20-Oct-90,1990,10,October,Oct-90,Oct-90
659,21-Oct-90,1990,10,October,Oct-90,Oct-90
660,22-Oct-90,1990,10,October,Oct-90,Oct-90
661,23-Oct-90,1990,10,October,Oct-90,Oct-90
662,24-Oct-90,1990,10,October,Oct-90,Oct-90
663,25-Oct-90,1990,10,October,Oct-90,Oct-90
664,26-Oct-90,1990,10,October,Oct-90,Oct-90
665,27-Oct-90,1990,10,October,Oct-90,Oct-90
666,28-Oct-90,1990,10,October,Oct-90,Oct-90
667,29-Oct-90,1990,10,October,Oct-90,Oct-90
668,30-Oct-90,1990,10,October,Oct-90,Oct-90
669,31-Oct-90,1990,10,October,Oct-90,Oct-90
670,1-Nov-90,1990,11,November,Nov-90,Nov-90
671,2-Nov-90,1990,11,November,Nov-90,Nov-90
672,3-Nov-90,1990,11,November,Nov-90,Nov-90
673,4-Nov-90,1990,11,November,Nov-90,Nov-90
674,5-Nov-90,1990,11,November,Nov-90,Nov-90
675,6-Nov-90,1990,11,November,Nov-90,Nov-90
676,7-Nov-90,1990,11,November,Nov-90,Nov-90
677,8-Nov-90,1990,11,November,Nov-90,Nov-90
678,9-Nov-90,1990,11,November,Nov-90,Nov-90
679,10-Nov-90,1990,11,November,Nov-90,Nov-90
680,11-Nov-90,1990,11,November,Nov-90,Nov-90
681,12-Nov-90,1990,11,November,Nov-90,Nov-90
682,13-Nov-90,1990,11,November,Nov-90,Nov-90
683,14-Nov-90,1990,11,November,Nov-90,Nov-90
684,15-Nov-90,1990,11,November,Nov-90,Nov-90
685,16-Nov-90,1990,11,November,Nov-90,Nov-90
686,17-Nov-90,1990,11,November,Nov-90,Nov-90
687,18-Nov-90,1990,11,November,Nov-90,Nov-90
688,19-Nov-90,1990,11,November,Nov-90,Nov-90
689,20-Nov-90,1990,11,November,Nov-90,Nov-90
690,21-Nov-90,1990,11,November,Nov-90,Nov-90
691,22-Nov-90,1990,11,November,Nov-90,Nov-90
692,23-Nov-90,1990,11,November,Nov-90,Nov-90
693,24-Nov-90,1990,11,November,Nov-90,Nov-90
694,25-Nov-90,1990,11,November,Nov-90,Nov-90
695,26-Nov-90,1990,11,November,Nov-90,Nov-90
696,27-Nov-90,1990,11,November,Nov-90,Nov-90
697,28-Nov-90,1990,11,November,Nov-90,Nov-90
698,29-Nov-90,1990,11,November,Nov-90,Nov-90
699,30-Nov-90,1990,11,November,Nov-90,Nov-90
700,1-Dec-90,1990,12,December,Dec-90,Dec-90
701,2-Dec-90,1990,12,December,Dec-90,Dec-90
702,3-Dec-90,1990,12,December,Dec-90,Dec-90
703,4-Dec-90,1990,12,December,Dec-90,Dec-90
704,5-Dec-90,1990,12,December,Dec-90,Dec-90
705,6-Dec-90,1990,12,December,Dec-90,Dec-90
706,7-Dec-90,1990,12,December,Dec-90,Dec-90
707,8-Dec-90,1990,12,December,Dec-90,Dec-90
708,9-Dec-90,1990,12,December,Dec-90,Dec-90
709,10-Dec-90,1990,12,December,Dec-90,Dec-90
710,11-Dec-90,1990,12,December,Dec-90,Dec-90
711,12-Dec-90,1990,12,December,Dec-90,Dec-90
712,13-Dec-90,1990,12,December,Dec-90,Dec-90
713,14-Dec-90,1990,12,December,Dec-90,Dec-90
714,15-Dec-90,1990,12,December,Dec-90,Dec-90
715,16-Dec-90,1990,12,December,Dec-90,Dec-90
716,17-Dec-90,1990,12,December,Dec-90,Dec-90
717,18-Dec-90,1990,12,December,Dec-90,Dec-90
718,19-Dec-90,1990,12,December,Dec-90,Dec-90
719,20-Dec-90,1990,12,December,Dec-90,Dec-90
720,21-Dec-90,1990,12,December,Dec-90,Dec-90
721,22-Dec-90,1990,12,December,Dec-90,Dec-90
722,23-Dec-90,1990,12,December,Dec-90,Dec-90
723,24-Dec-90,1990,12,December,Dec-90,Dec-90
724,25-Dec-90,1990,12,December,Dec-90,Dec-90
725,26-Dec-90,1990,12,December,Dec-90,Dec-90
726,27-Dec-90,1990,12,December,Dec-90,Dec-90
727,28-Dec-90,1990,12,December,Dec-90,Dec-90
728,29-Dec-90,1990,12,December,Dec-90,Dec-90
729,30-Dec-90,1990,12,December,Dec-90,Dec-90
730,31-Dec-90,1990,12,December,Dec-90,Dec-90
731,1-Jan-91,1991,1,January,Jan-91,Jan-91
732,2-Jan-91,1991,1,January,Jan-91,Jan-91
733,3-Jan-91,1991,1,January,Jan-91,Jan-91
734,4-Jan-91,1991,1,January,Jan-91,Jan-91
735,5-Jan-91,1991,1,January,Jan-91,Jan-91
736,6-Jan-91,1991,1,January,Jan-91,Jan-91
737,7-Jan-91,1991,1,January,Jan-91,Jan-91
738,8-Jan-91,1991,1,January,Jan-91,Jan-91
739,9-Jan-91,1991,1,January,Jan-91,Jan-91
740,10-Jan-91,1991,1,January,Jan-91,Jan-91
741,11-Jan-91,1991,1,January,Jan-91,Jan-91
742,12-Jan-91,1991,1,January,Jan-91,Jan-91
743,13-Jan-91,1991,1,January,Jan-91,Jan-91
744,14-Jan-91,1991,1,January,Jan-91,Jan-91
745,15-Jan-91,1991,1,January,Jan-91,Jan-91
746,16-Jan-91,1991,1,January,Jan-91,Jan-91
747,17-Jan-91,1991,1,January,Jan-91,Jan-91
748,18-Jan-91,1991,1,January,Jan-91,Jan-91
749,19-Jan-91,1991,1,January,Jan-91,Jan-91
750,20-Jan-91,1991,1,January,Jan-91,Jan-91
751,21-Jan-91,1991,1,January,Jan-91,Jan-91
752,22-Jan-91,1991,1,January,Jan-91,Jan-91
753,23-Jan-91,1991,1,January,Jan-91,Jan-91
754,24-Jan-91,1991,1,January,Jan-91,Jan-91
755,25-Jan-91,1991,1,January,Jan-91,Jan-91
756,26-Jan-91,1991,1,January,Jan-91,Jan-91
757,27-Jan-91,1991,1,January,Jan-91,Jan-91
758,28-Jan-91,1991,1,January,Jan-91,Jan-91
759,29-Jan-91,1991,1,January,Jan-91,Jan-91
760,30-Jan-91,1991,1,January,Jan-91,Jan-91
761,31-Jan-91,1991,1,January,Jan-91,Jan-91
762,1-Feb-91,1991,2,February,Feb-91,Feb-91
763,2-Feb-91,1991,2,February,Feb-91,Feb-91
764,3-Feb-91,1991,2,February,Feb-91,Feb-91
765,4-Feb-91,1991,2,February,Feb-91,Feb-91
766,5-Feb-91,1991,2,February,Feb-91,Feb-91
767,6-Feb-91,1991,2,February,Feb-91,Feb-91
768,7-Feb-91,1991,2,February,Feb-91,Feb-91
769,8-Feb-91,1991,2,February,Feb-91,Feb-91
770,9-Feb-91,1991,2,February,Feb-91,Feb-91
771,10-Feb-91,1991,2,February,Feb-91,Feb-91
772,11-Feb-91,1991,2,February,Feb-91,Feb-91
773,12-Feb-91,1991,2,February,Feb-91,Feb-91
774,13-Feb-91,1991,2,February,Feb-91,Feb-91
775,14-Feb-91,1991,2,February,Feb-91,Feb-91
776,15-Feb-91,1991,2,February,Feb-91,Feb-91
777,16-Feb-91,1991,2,February,Feb-91,Feb-91
778,17-Feb-91,1991,2,February,Feb-91,Feb-91
779,18-Feb-91,1991,2,February,Feb-91,Feb-91
780,19-Feb-91,1991,2,February,Feb-91,Feb-91
781,20-Feb-91,1991,2,February,Feb-91,Feb-91
782,21-Feb-91,1991,2,February,Feb-91,Feb-91
783,22-Feb-91,1991,2,February,Feb-91,Feb-91
784,23-Feb-91,1991,2,February,Feb-91,Feb-91
785,24-Feb-91,1991,2,February,Feb-91,Feb-91
786,25-Feb-91,1991,2,February,Feb-91,Feb-91
787,26-Feb-91,1991,2,February,Feb-91,Feb-91
788,27-Feb-91,1991,2,February,Feb-91,Feb-91
789,28-Feb-91,1991,2,February,Feb-91,Feb-91
790,1-Mar-91,1991,3,March,Mar-91,Mar-91
791,2-Mar-91,1991,3,March,Mar-91,Mar-91
792,3-Mar-91,1991,3,March,Mar-91,Mar-91
793,4-Mar-91,1991,3,March,Mar-91,Mar-91
794,5-Mar-91,1991,3,March,Mar-91,Mar-91
795,6-Mar-91,1991,3,March,Mar-91,Mar-91
796,7-Mar-91,1991,3,March,Mar-91,Mar-91
797,8-Mar-91,1991,3,March,Mar-91,Mar-91
798,9-Mar-91,1991,3,March,Mar-91,Mar-91
799,10-Mar-91,1991,3,March,Mar-91,Mar-91
800,11-Mar-91,1991,3,March,Mar-91,Mar-91
801,12-Mar-91,1991,3,March,Mar-91,Mar-91
802,13-Mar-91,1991,3,March,Mar-91,Mar-91
803,14-Mar-91,1991,3,March,Mar-91,Mar-91
804,15-Mar-91,1991,3,March,Mar-91,Mar-91
805,16-Mar-91,1991,3,March,Mar-91,Mar-91
806,17-Mar-91,1991,3,March,Mar-91,Mar-91
807,18-Mar-91,1991,3,March,Mar-91,Mar-91
808,19-Mar-91,1991,3,March,Mar-91,Mar-91
809,20-Mar-91,1991,3,March,Mar-91,Mar-91
810,21-Mar-91,1991,3,March,Mar-91,Mar-91
811,22-Mar-91,1991,3,March,Mar-91,Mar-91
812,23-Mar-91,1991,3,March,Mar-91,Mar-91
813,24-Mar-91,1991,3,March,Mar-91,Mar-91
814,25-Mar-91,1991,3,March,Mar-91,Mar-91
815,26-Mar-91,1991,3,March,Mar-91,Mar-91
816,27-Mar-91,1991,3,March,Mar-91,Mar-91
817,28-Mar-91,1991,3,March,Mar-91,Mar-91
818,29-Mar-91,1991,3,March,Mar-91,Mar-91
819,30-Mar-91,1991,3,March,Mar-91,Mar-91
820,31-Mar-91,1991,3,March,Mar-91,Mar-91
821,1-Apr-91,1991,4,April,Apr-91,Apr-91
822,2-Apr-91,1991,4,April,Apr-91,Apr-91
823,3-Apr-91,1991,4,April,Apr-91,Apr-91
824,4-Apr-91,1991,4,April,Apr-91,Apr-91
825,5-Apr-91,1991,4,April,Apr-91,Apr-91
826,6-Apr-91,1991,4,April,Apr-91,Apr-91
827,7-Apr-91,1991,4,April,Apr-91,Apr-91
828,8-Apr-91,1991,4,April,Apr-91,Apr-91
829,9-Apr-91,1991,4,April,Apr-91,Apr-91
830,10-Apr-91,1991,4,April,Apr-91,Apr-91
831,11-Apr-91,1991,4,April,Apr-91,Apr-91
832,12-Apr-91,1991,4,April,Apr-91,Apr-91
833,13-Apr-91,1991,4,April,Apr-91,Apr-91
834,14-Apr-91,1991,4,April,Apr-91,Apr-91
835,15-Apr-91,1991,4,April,Apr-91,Apr-91
836,16-Apr-91,1991,4,April,Apr-91,Apr-91
837,17-Apr-91,1991,4,April,Apr-91,Apr-91
838,18-Apr-91,1991,4,April,Apr-91,Apr-91
839,19-Apr-91,1991,4,April,Apr-91,Apr-91
840,20-Apr-91,1991,4,April,Apr-91,Apr-91
841,21-Apr-91,1991,4,April,Apr-91,Apr-91
842,22-Apr-91,1991,4,April,Apr-91,Apr-91
843,23-Apr-91,1991,4,April,Apr-91,Apr-91
844,24-Apr-91,1991,4,April,Apr-91,Apr-91
845,25-Apr-91,1991,4,April,Apr-91,Apr-91
846,26-Apr-91,1991,4,April,Apr-91,Apr-91
847,27-Apr-91,1991,4,April,Apr-91,Apr-91
848,28-Apr-91,1991,4,April,Apr-91,Apr-91
849,29-Apr-91,1991,4,April,Apr-91,Apr-91
850,30-Apr-91,1991,4,April,Apr-91,Apr-91
851,1-May-91,1991,5,May,May-91,May-91
852,2-May-91,1991,5,May,May-91,May-91
853,3-May-91,1991,5,May,May-91,May-91
854,4-May-91,1991,5,May,May-91,May-91
855,5-May-91,1991,5,May,May-91,May-91
856,6-May-91,1991,5,May,May-91,May-91
857,7-May-91,1991,5,May,May-91,May-91
858,8-May-91,1991,5,May,May-91,May-91
859,9-May-91,1991,5,May,May-91,May-91
860,10-May-91,1991,5,May,May-91,May-91
861,11-May-91,1991,5,May,May-91,May-91
862,12-May-91,1991,5,May,May-91,May-91
863,13-May-91,1991,5,May,May-91,May-91
864,14-May-91,1991,5,May,May-91,May-91
865,15-May-91,1991,5,May,May-91,May-91
866,16-May-91,1991,5,May,May-91,May-91
867,17-May-91,1991,5,May,May-91,May-91
868,18-May-91,1991,5,May,May-91,May-91
869,19-May-91,1991,5,May,May-91,May-91
870,20-May-91,1991,5,May,May-91,May-91
871,21-May-91,1991,5,May,May-91,May-91
872,22-May-91,1991,5,May,May-91,May-91
873,23-May-91,1991,5,May,May-91,May-91
874,24-May-91,1991,5,May,May-91,May-91
875,25-May-91,1991,5,May,May-91,May-91
876,26-May-91,1991,5,May,May-91,May-91
877,27-May-91,1991,5,May,May-91,May-91
878,28-May-91,1991,5,May,May-91,May-91
879,29-May-91,1991,5,May,May-91,May-91
880,30-May-91,1991,5,May,May-91,May-91
881,31-May-91,1991,5,May,May-91,May-91
882,1-Jun-91,1991,6,June,Jun-91,Jun-91
883,2-Jun-91,1991,6,June,Jun-91,Jun-91
884,3-Jun-91,1991,6,June,Jun-91,Jun-91
885,4-Jun-91,1991,6,June,Jun-91,Jun-91
886,5-Jun-91,1991,6,June,Jun-91,Jun-91
887,6-Jun-91,1991,6,June,Jun-91,Jun-91
888,7-Jun-91,1991,6,June,Jun-91,Jun-91
889,8-Jun-91,1991,6,June,Jun-91,Jun-91
890,9-Jun-91,1991,6,June,Jun-91,Jun-91
891,10-Jun-91,1991,6,June,Jun-91,Jun-91
892,11-Jun-91,1991,6,June,Jun-91,Jun-91
893,12-Jun-91,1991,6,June,Jun-91,Jun-91
894,13-Jun-91,1991,6,June,Jun-91,Jun-91
895,14-Jun-91,1991,6,June,Jun-91,Jun-91
896,15-Jun-91,1991,6,June,Jun-91,Jun-91
897,16-Jun-91,1991,6,June,Jun-91,Jun-91
898,17-Jun-91,1991,6,June,Jun-91,Jun-91
899,18-Jun-91,1991,6,June,Jun-91,Jun-91
900,19-Jun-91,1991,6,June,Jun-91,Jun-91
901,20-Jun-91,1991,6,June,Jun-91,Jun-91
902,21-Jun-91,1991,6,June,Jun-91,Jun-91
903,22-Jun-91,1991,6,June,Jun-91,Jun-91
904,23-Jun-91,1991,6,June,Jun-91,Jun-91
905,24-Jun-91,1991,6,June,Jun-91,Jun-91
906,25-Jun-91,1991,6,June,Jun-91,Jun-91
907,26-Jun-91,1991,6,June,Jun-91,Jun-91
908,27-Jun-91,1991,6,June,Jun-91,Jun-91
909,28-Jun-91,1991,6,June,Jun-91,Jun-91
910,29-Jun-91,1991,6,June,Jun-91,Jun-91
911,30-Jun-91,1991,6,June,Jun-91,Jun-91
912,1-Jul-91,1991,7,July,Jul-91,Jul-91
913,2-Jul-91,1991,7,July,Jul-91,Jul-91
914,3-Jul-91,1991,7,July,Jul-91,Jul-91
915,4-Jul-91,1991,7,July,Jul-91,Jul-91
916,5-Jul-91,1991,7,July,Jul-91,Jul-91
917,6-Jul-91,1991,7,July,Jul-91,Jul-91
918,7-Jul-91,1991,7,July,Jul-91,Jul-91
919,8-Jul-91,1991,7,July,Jul-91,Jul-91
920,9-Jul-91,1991,7,July,Jul-91,Jul-91
921,10-Jul-91,1991,7,July,Jul-91,Jul-91
922,11-Jul-91,1991,7,July,Jul-91,Jul-91
923,12-Jul-91,1991,7,July,Jul-91,Jul-91
924,13-Jul-91,1991,7,July,Jul-91,Jul-91
925,14-Jul-91,1991,7,July,Jul-91,Jul-91
926,15-Jul-91,1991,7,July,Jul-91,Jul-91
927,16-Jul-91,1991,7,July,Jul-91,Jul-91
928,17-Jul-91,1991,7,July,Jul-91,Jul-91
929,18-Jul-91,1991,7,July,Jul-91,Jul-91
930,19-Jul-91,1991,7,July,Jul-91,Jul-91
931,20-Jul-91,1991,7,July,Jul-91,Jul-91
932,21-Jul-91,1991,7,July,Jul-91,Jul-91
933,22-Jul-91,1991,7,July,Jul-91,Jul-91
934,23-Jul-91,1991,7,July,Jul-91,Jul-91
935,24-Jul-91,1991,7,July,Jul-91,Jul-91
936,25-Jul-91,1991,7,July,Jul-91,Jul-91
937,26-Jul-91,1991,7,July,Jul-91,Jul-91
938,27-Jul-91,1991,7,July,Jul-91,Jul-91
939,28-Jul-91,1991,7,July,Jul-91,Jul-91
940,29-Jul-91,1991,7,July,Jul-91,Jul-91
941,30-Jul-91,1991,7,July,Jul-91,Jul-91
942,31-Jul-91,1991,7,July,Jul-91,Jul-91
943,1-Aug-91,1991,8,August,Aug-91,Aug-91
944,2-Aug-91,1991,8,August,Aug-91,Aug-91
945,3-Aug-91,1991,8,August,Aug-91,Aug-91
946,4-Aug-91,1991,8,August,Aug-91,Aug-91
947,5-Aug-91,1991,8,August,Aug-91,Aug-91
948,6-Aug-91,1991,8,August,Aug-91,Aug-91
949,7-Aug-91,1991,8,August,Aug-91,Aug-91
950,8-Aug-91,1991,8,August,Aug-91,Aug-91
951,9-Aug-91,1991,8,August,Aug-91,Aug-91
952,10-Aug-91,1991,8,August,Aug-91,Aug-91
953,11-Aug-91,1991,8,August,Aug-91,Aug-91
954,12-Aug-91,1991,8,August,Aug-91,Aug-91
955,13-Aug-91,1991,8,August,Aug-91,Aug-91
956,14-Aug-91,1991,8,August,Aug-91,Aug-91
957,15-Aug-91,1991,8,August,Aug-91,Aug-91
958,16-Aug-91,1991,8,August,Aug-91,Aug-91
959,17-Aug-91,1991,8,August,Aug-91,Aug-91
960,18-Aug-91,1991,8,August,Aug-91,Aug-91
961,19-Aug-91,1991,8,August,Aug-91,Aug-91
962,20-Aug-91,1991,8,August,Aug-91,Aug-91
963,21-Aug-91,1991,8,August,Aug-91,Aug-91
964,22-Aug-91,1991,8,August,Aug-91,Aug-91
965,23-Aug-91,1991,8,August,Aug-91,Aug-91
966,24-Aug-91,1991,8,August,Aug-91,Aug-91
967,25-Aug-91,1991,8,August,Aug-91,Aug-91
968,26-Aug-91,1991,8,August,Aug-91,Aug-91
969,27-Aug-91,1991,8,August,Aug-91,Aug-91
970,28-Aug-91,1991,8,August,Aug-91,Aug-91
971,29-Aug-91,1991,8,August,Aug-91,Aug-91
972,30-Aug-91,1991,8,August,Aug-91,Aug-91
973,31-Aug-91,1991,8,August,Aug-91,Aug-91
974,1-Sep-91,1991,9,September,Sep-91,Sep-91
975,2-Sep-91,1991,9,September,Sep-91,Sep-91
976,3-Sep-91,1991,9,September,Sep-91,Sep-91
